vertex1_X[m] vertex1_Y[m] vertex1_Z[m] vertex2_X[m] vertex2_Y[m] vertex2_Z[m] vertex3_X[m] vertex3_Y[m] vertex3_Z[m]
0.101803	0.0063413	0.314578	0.102	4.6955e-12	0.0145778	0.101803	0.0063413	0.0145778
0.101803	0.0063413	0.314578	0.102	4.69547e-12	0.314578	0.102	4.6955e-12	0.0145778
0.101211	0.0126581	0.314578	0.101803	0.0063413	0.0145778	0.101211	0.0126581	0.0145778
0.101211	0.0126581	0.314578	0.101803	0.0063413	0.314578	0.101803	0.0063413	0.0145778
0.100229	0.0189259	0.314578	0.101211	0.0126581	0.0145778	0.100229	0.0189259	0.0145778
0.100229	0.0189259	0.314578	0.101211	0.0126581	0.314578	0.101211	0.0126581	0.0145778
0.0988582	0.0251204	0.314578	0.100229	0.0189259	0.0145778	0.0988582	0.0251204	0.0145778
0.0988582	0.0251204	0.314578	0.100229	0.0189259	0.314578	0.100229	0.0189259	0.0145778
0.0971053	0.0312178	0.314578	0.0988582	0.0251204	0.0145778	0.0971053	0.0312178	0.0145778
0.0971053	0.0312178	0.314578	0.0988582	0.0251204	0.314578	0.0988582	0.0251204	0.0145778
0.0949766	0.0371945	0.314578	0.0971053	0.0312178	0.0145778	0.0949766	0.0371945	0.0145778
0.0949766	0.0371945	0.314578	0.0971053	0.0312178	0.314578	0.0971053	0.0312178	0.0145778
0.0924805	0.0430272	0.314578	0.0949766	0.0371945	0.0145778	0.0924805	0.0430272	0.0145778
0.0924805	0.0430272	0.314578	0.0949766	0.0371945	0.314578	0.0949766	0.0371945	0.0145778
0.0896267	0.0486934	0.314578	0.0924805	0.0430272	0.0145778	0.0896267	0.0486934	0.0145778
0.0896267	0.0486934	0.314578	0.0924805	0.0430272	0.314578	0.0924805	0.0430272	0.0145778
0.086426	0.0541713	0.314578	0.0896267	0.0486934	0.0145778	0.086426	0.0541713	0.0145778
0.086426	0.0541713	0.314578	0.0896267	0.0486934	0.314578	0.0896267	0.0486934	0.0145778
0.082891	0.0594396	0.314578	0.086426	0.0541713	0.0145778	0.082891	0.0594396	0.0145778
0.082891	0.0594396	0.314578	0.086426	0.0541713	0.314578	0.086426	0.0541713	0.0145778
0.0790354	0.0644779	0.314578	0.082891	0.0594396	0.0145778	0.0790354	0.0644779	0.0145778
0.0790354	0.0644779	0.314578	0.082891	0.0594396	0.314578	0.082891	0.0594396	0.0145778
0.0748739	0.0692668	0.314578	0.0790354	0.0644779	0.0145778	0.0748739	0.0692668	0.0145778
0.0748739	0.0692668	0.314578	0.0790354	0.0644779	0.314578	0.0790354	0.0644779	0.0145778
0.0704228	0.0737877	0.314578	0.0748739	0.0692668	0.0145778	0.0704228	0.0737877	0.0145778
0.0704228	0.0737877	0.314578	0.0748739	0.0692668	0.314578	0.0748739	0.0692668	0.0145778
0.0656992	0.0780231	0.314578	0.0704228	0.0737877	0.0145778	0.0656992	0.0780231	0.0145778
0.0656992	0.0780231	0.314578	0.0704228	0.0737877	0.314578	0.0704228	0.0737877	0.0145778
0.0607214	0.0819567	0.314578	0.0656992	0.0780231	0.0145778	0.0607214	0.0819567	0.0145778
0.0607214	0.0819567	0.314578	0.0656992	0.0780231	0.314578	0.0656992	0.0780231	0.0145778
0.0555088	0.0855732	0.314578	0.0607214	0.0819567	0.0145778	0.0555088	0.0855732	0.0145778
0.0555088	0.0855732	0.314578	0.0607214	0.0819567	0.314578	0.0607214	0.0819567	0.0145778
0.0500813	0.0888586	0.314578	0.0555088	0.0855732	0.0145778	0.0500813	0.0888586	0.0145778
0.0500813	0.0888586	0.314578	0.0555088	0.0855732	0.314578	0.0555088	0.0855732	0.0145778
0.0444601	0.0918003	0.314578	0.0500813	0.0888586	0.0145778	0.0444601	0.0918003	0.0145778
0.0444601	0.0918003	0.314578	0.0500813	0.0888586	0.314578	0.0500813	0.0888586	0.0145778
0.038667	0.0943868	0.314578	0.0444601	0.0918003	0.0145778	0.038667	0.0943868	0.0145778
0.038667	0.0943868	0.314578	0.0444601	0.0918003	0.314578	0.0444601	0.0918003	0.0145778
0.0327242	0.0966081	0.314578	0.038667	0.0943868	0.0145778	0.0327242	0.0966081	0.0145778
0.0327242	0.0966081	0.314578	0.038667	0.0943868	0.314578	0.038667	0.0943868	0.0145778
