vertex1_X[m] vertex1_Y[m] vertex1_Z[m] vertex2_X[m] vertex2_Y[m] vertex2_Z[m] vertex3_X[m] vertex3_Y[m] vertex3_Z[m]
-0.051	-0.03	-0.0922431	-0.051	-0.032	-0.0922431	-0.051	-0.03	-0.0902431
-0.051	-0.03	-0.0902431	-0.051	-0.032	0.107757	-0.051	-0.03	0.107757
-0.051	-0.032	-0.0922431	-0.051	-0.032	0.107757	-0.051	-0.03	-0.0902431
0.051	-0.032	-0.0922431	0.051	-0.032	0.107757	-0.051	-0.032	-0.0922431
-0.051	-0.032	-0.0922431	0.051	-0.032	0.107757	-0.051	-0.032	0.107757
-0.049	-0.03	0.107757	-0.051	-0.03	0.107757	-0.051	-0.032	0.107757
0.051	-0.032	0.107757	0.049	-0.03	0.107757	-0.049	-0.03	0.107757
0.051	-0.032	0.107757	-0.049	-0.03	0.107757	-0.051	-0.032	0.107757
0.051	-0.03	0.107757	0.049	-0.03	0.107757	0.051	-0.032	0.107757
-0.051	0.03	-0.0922431	-0.051	-0.03	-0.0902431	-0.051	0.03	-0.0902431
-0.051	-0.03	-0.0922431	-0.051	-0.03	-0.0902431	-0.051	0.03	-0.0922431
-0.051	0.03	-0.0902431	-0.051	-0.03	0.107757	-0.051	0.03	0.107757
-0.051	-0.03	-0.0902431	-0.051	-0.03	0.107757	-0.051	0.03	-0.0902431
-0.051	-0.03	-0.0922431	-0.049	-0.03	-0.0922431	-0.051	-0.032	-0.0922431
0.049	-0.03	-0.0922431	0.051	-0.032	-0.0922431	-0.049	-0.03	-0.0922431
-0.049	-0.03	-0.0922431	0.051	-0.032	-0.0922431	-0.051	-0.032	-0.0922431
0.049	-0.03	-0.0922431	0.051	-0.03	-0.0922431	0.051	-0.032	-0.0922431
0.051	-0.032	0.107757	0.051	-0.03	-0.0922431	0.051	-0.03	0.107757
0.051	-0.032	0.107757	0.051	-0.032	-0.0922431	0.051	-0.03	-0.0922431
-0.049	0.03	0.107757	-0.051	0.03	0.107757	-0.051	-0.03	0.107757
-0.049	0.03	0.107757	-0.051	-0.03	0.107757	-0.049	-0.03	0.107757
0.049	-0.03	0.107757	0.049	-0.03	-0.0902431	-0.049	-0.03	-0.0902431
0.049	-0.03	0.107757	-0.049	-0.03	-0.0902431	-0.049	-0.03	0.107757
0.051	0.03	0.107757	0.049	0.03	0.107757	0.049	-0.03	0.107757
0.051	0.03	0.107757	0.049	-0.03	0.107757	0.051	-0.03	0.107757
-0.051	0.03	-0.0922431	-0.051	0.03	-0.0902431	-0.051	0.032	-0.0922431
-0.051	0.03	-0.0902431	-0.051	0.032	0.107757	-0.051	0.032	-0.0922431
-0.051	0.03	-0.0902431	-0.051	0.03	0.107757	-0.051	0.032	0.107757
-0.051	0.03	-0.0922431	-0.049	0.03	-0.0922431	-0.051	-0.03	-0.0922431
-0.051	-0.03	-0.0922431	-0.049	0.03	-0.0922431	-0.049	-0.03	-0.0922431
-0.049	0.03	-0.0922431	0.049	0.03	-0.0922431	-0.049	-0.03	-0.0922431
-0.049	-0.03	-0.0922431	0.049	0.03	-0.0922431	0.049	-0.03	-0.0922431
0.049	0.03	-0.0922431	0.051	0.03	-0.0922431	0.049	-0.03	-0.0922431
0.049	-0.03	-0.0922431	0.051	0.03	-0.0922431	0.051	-0.03	-0.0922431
0.051	0.03	0.107757	0.051	-0.03	-0.0922431	0.051	0.03	-0.0922431
0.051	-0.03	0.107757	0.051	-0.03	-0.0922431	0.051	0.03	0.107757
-0.051	0.032	0.107757	-0.051	0.03	0.107757	-0.049	0.03	0.107757
0.051	0.032	0.107757	0.049	0.03	0.107757	0.051	0.03	0.107757
0.051	0.032	0.107757	-0.051	0.032	0.107757	-0.049	0.03	0.107757
0.051	0.032	0.107757	-0.049	0.03	0.107757	0.049	0.03	0.107757
-0.049	-0.03	0.107757	-0.049	0.03	-0.0902431	-0.049	0.03	0.107757
-0.049	-0.03	0.107757	-0.049	-0.03	-0.0902431	-0.049	0.03	-0.0902431
0.049	0.03	-0.0902431	-0.049	-0.03	-0.0902431	0.049	-0.03	-0.0902431
0.049	0.03	-0.0902431	-0.049	0.03	-0.0902431	-0.049	-0.03	-0.0902431
0.049	0.03	-0.0902431	0.049	-0.03	0.107757	0.049	0.03	0.107757
0.049	-0.03	-0.0902431	0.049	-0.03	0.107757	0.049	0.03	-0.0902431
0.051	0.032	0.107757	0.051	0.032	-0.0922431	-0.051	0.032	-0.0922431
0.051	0.032	0.107757	-0.051	0.032	-0.0922431	-0.051	0.032	0.107757
-0.051	0.03	-0.0922431	-0.051	0.032	-0.0922431	-0.049	0.03	-0.0922431
0.049	0.03	-0.0922431	0.051	0.032	-0.0922431	0.051	0.03	-0.0922431
-0.051	0.032	-0.0922431	0.051	0.032	-0.0922431	-0.049	0.03	-0.0922431
-0.049	0.03	-0.0922431	0.051	0.032	-0.0922431	0.049	0.03	-0.0922431
0.051	0.03	0.107757	0.051	0.032	-0.0922431	0.051	0.032	0.107757
0.051	0.03	0.107757	0.051	0.03	-0.0922431	0.051	0.032	-0.0922431
0.049	0.03	-0.0902431	0.049	0.03	0.107757	-0.049	0.03	-0.0902431
-0.049	0.03	-0.0902431	0.049	0.03	0.107757	-0.049	0.03	0.107757
