Radius[m]	PosX[m] PosY[m] PosZ[m]
 0.001 0.008413372624 -0.001301961679 -0.08422355424
 0.001 0.005134168196 0.01538046561 -0.05095859676
 0.001 0.02577462648 -0.00708051871 -0.07117103455
 0.001 -0.03600948148 -0.004943078145 -0.06176535192
 0.001 -0.04609242257 0.02900019124 -0.07545121469
 0.001 -0.02638362023 -0.02033872668 -0.0533564554
 0.001 -0.009821021901 0.01406074163 -0.04185379208
 0.001 -0.001051917914 0.003976127657 -0.02423485976
 0.001 -0.01391308487 -0.02730825241 -0.03388527568
 0.001 0.0435198122 4.574197472e-05 -0.05674113403
 0.001 0.02293235314 0.0253563383 -0.07494375658
 0.001 0.001440902336 0.008545417766 -0.05041030557
 0.001 0.02360797327 0.02590887567 -0.04766981017
 0.001 -0.006721072711 0.0001860728863 -0.0551763493
 0.001 -0.03373827208 -0.02747513024 -0.03080044325
 0.001 -0.02990198518 -0.02290588187 -0.03523978491
 0.001 0.03883691135 0.005885223873 -0.04834817677
 0.001 -0.02775568936 0.0005457439939 -0.0814573636
 0.001 -0.02973143309 0.006067908332 -0.07298522514
 0.001 0.03563304213 0.01045181958 -0.03256112192
 0.001 -0.03655986092 0.0139558395 -0.06951129529
 0.001 -0.03704790242 -0.02900015055 -0.05096777548
 0.001 0.03003653152 -0.005769163649 -0.05346388972
 0.001 -0.02462378997 0.0100662433 -0.07038572689
 0.001 -0.03215688359 -0.01927540729 -0.07851894827
 0.001 0.01289580329 -0.02210394612 -0.05516459707
 0.001 -0.04797420863 -0.01848319958 -0.07308734133
 0.001 -0.03163534569 -0.02743342308 -0.07076964371
 0.001 -0.01856010698 0.02608559509 -0.0430220996
 0.001 -0.03146732347 -0.02131008829 -0.02910799039
 0.001 -0.02904151395 0.02709991917 -0.07521258097
 0.001 -0.003782681429 -0.0181928507 -0.07163867625
 0.001 0.02864156727 -0.007941532949 -0.0873785563
 0.001 -0.02522446956 -0.009869821241 -0.0557953491
 0.001 -0.007551319351 0.0113607256 -0.07073553045
 0.001 0.03276883103 0.02367301303 -0.03820961418
 0.001 0.00923686474 -0.02023787092 -0.07969919534
 0.001 0.04391924608 0.02787794854 -0.0314858761
 0.001 -0.03248135303 -0.01969868053 -0.07215933768
 0.001 0.03055100752 -0.02552426302 -0.08179335714
 0.001 -0.02525491664 0.02039844385 -0.04416781879
 0.001 0.03652971971 -0.01603573962 -0.03553062437
 0.001 -0.03765851608 -0.006168931141 -0.05540464783
 0.001 -0.002435177386 -0.01601464626 -0.03602302709
 0.001 -0.04466682962 -0.005213133 -0.07829639072
 0.001 0.02229264624 0.0259799025 -0.07804188679
 0.001 0.02800759773 -0.01052052925 -0.04238753127
 0.001 0.007997691856 -0.01180301764 -0.06014036092
 0.001 -0.003663593874 -0.00464536277 -0.06558731632
 0.001 -0.02996572048 -0.02468096393 -0.04184588606
 0.001 0.001046115426 0.01160548647 -0.06137239623
 0.001 0.02728382703 -0.0002503569707 -0.08924346329
 0.001 0.04288986631 -0.005350931035 -0.07538438572
 0.001 -0.01420980254 0.01205632012 -0.03566384477
 0.001 -0.006500610852 0.02363449688 -0.06796740785
 0.001 -0.007301560879 0.01530441126 -0.03478523811
 0.001 0.04065214922 0.01073369768 -0.0527823118
 0.001 -0.04424868129 -0.002876153793 -0.06267134434
 0.001 0.03913725703 -0.01763085736 -0.03088975568
 0.001 -0.02697656388 -0.02150827684 -0.04142662544
 0.001 0.03398350785 0.0006826690618 -0.05966410081
 0.001 -0.04611673807 0.02451630519 -0.05127298623
 0.001 0.04244332637 -0.01758703617 -0.06698054159
 0.001 0.01670284372 0.003966020991 -0.08560410146
 0.001 0.03234154428 -0.009353140235 -0.04156729741
 0.001 -0.02904776349 -0.0188007686 -0.05577282134
 0.001 0.006598823486 -0.01260734458 -0.08130084322
 0.001 0.02704751822 -0.007415155392 -0.06013450189
 0.001 -0.04174337698 -0.01682106154 -0.0858382315
 0.001 -0.01074859034 -0.006135638016 -0.03854478246
 0.001 0.03333417483 0.02118975553 -0.06647313141
 0.001 0.02755378088 -0.01705553126 -0.0386248539
 0.001 -0.03828752799 -0.01391615444 -0.07123643652
 0.001 -0.02741578751 0.006758798552 -0.08599302226
 0.001 0.0133697845 0.0176023093 -0.03129395455
 0.001 0.04462486394 -0.000288026603 -0.07574688282
 0.001 -0.0355412195 -0.02874044621 -0.0568839417
 0.001 -0.01127385325 -0.02775578149 -0.04693789271
 0.001 -0.00583779434 -0.01823372951 -0.08297800005
