-9.243435745237121637e+00,-1.076676609131506923e-01,-1.059671576086537614e+00,4.601244999999999585e+00
8.977574756628451169e+00,-2.834149772672549528e-01,-1.063818531577149562e+00,4.601244999999999585e+00
-4.274678939269152878e+00,1.182943563958968047e+00,-1.058486030574219861e+00,4.601244999999999585e+00
4.191610994972827520e+00,1.186801239976017275e+00,-1.060264898090947261e+00,4.601244999999999585e+00
-2.242427213538777941e-01,-1.760003745221737637e+00,-1.064433165274448312e+00,4.601244999999999585e+00
1.413092412828107314e+01,-9.733562532205301820e-02,-8.805340767174441030e-01,4.417195000000000427e+00
-1.402860753135324146e+01,-2.942162960195414123e-01,-8.749359324654170100e-01,4.390272999999999648e+00
-5.928954211893734616e+00,-3.419685841254865633e+00,-6.980026312701864688e-01,4.233145000000000380e+00
5.482131351649925932e+00,-3.414486365280278601e+00,-7.004002351317650810e-01,4.233145000000000380e+00
-4.246238544115693569e-02,3.392828855230984431e+00,-6.874547459648687742e-01,4.233145000000000380e+00
1.873229116077457235e+01,-2.796072735412912791e-01,-6.977696557748647166e-01,4.057452999999999754e+00
-1.844593075028173246e+01,7.155190826623032685e-02,-6.893210602872040793e-01,4.057452999999999754e+00
1.136866299425019555e+01,3.397709825738829181e+00,-5.058026297235850288e-01,3.998584999999999834e+00
-7.588715006064606250e+00,3.941221102248021246e+00,-5.008639427987985338e-01,3.930228000000000055e+00
-1.182160908649962572e+01,3.387143148111486202e+00,-5.009300796421536361e-01,3.899945000000000217e+00
-1.145024110956240015e+01,-3.790619633381242526e+00,-5.134298271332979891e-01,3.899945000000000217e+00
1.155598099435609782e+01,-3.780136818365158469e+00,-5.182637061406482060e-01,3.899945000000000217e+00
2.314956323702258345e+01,-2.782315849941203734e-01,-3.305983198763050579e-01,3.865045999999999982e+00
-2.286279617570786016e+01,-4.832459198723031979e-01,-3.212490839100052287e-01,3.865045999999999982e+00
7.135138365922386150e+00,4.315710008537648967e+00,-3.192708596433145862e-01,3.865045999999999982e+00
1.670622893361380790e+01,3.215774627507371530e+00,-3.231928911365823387e-01,3.744858999999999938e+00
1.634122941255709094e+01,-3.594225193828665788e+00,-3.349009089241883341e-01,3.744858999999999938e+00
-1.605471473747286737e+01,3.384895804408393438e+00,-3.159909256758715590e-01,3.744858999999999938e+00
-1.641962946342302843e+01,-3.609152721773658090e+00,-3.280174655118781590e-01,3.708499999999999908e+00
-2.247004272114164536e+00,-5.259459161623295742e+00,-1.498121232004162307e-01,3.680995999999999935e+00
1.802090218175560699e+00,-5.257614186453856142e+00,-1.506628857796428189e-01,3.680995999999999935e+00
-3.724179428333798114e+00,5.230691140065053979e+00,-1.313469321567930781e-01,3.611317999999999806e+00
2.075544703561321214e+01,3.033251391910008365e+00,-1.403124571818712141e-01,3.549824000000000090e+00
-2.083980272827140467e+01,3.014298462269797252e+00,-1.315728038945596368e-01,3.545049000000000117e+00
-2.028480375185743867e+01,-3.243132930109760892e+00,-1.425186063457967722e-01,3.516265999999999892e+00
3.269628895695392501e+00,5.417927621403396010e+00,-1.324979079321697284e-01,3.516265999999999892e+00
-2.746396296440682505e+01,-4.859794929897670035e-01,4.781613251893306049e-02,3.496945999999999888e+00
2.738253394954247355e+01,2.752093585725166047e-01,3.756625780463009046e-02,3.496945999999999888e+00
2.094255146542554158e+01,-3.592765640939695526e+00,3.223075590180983496e-02,3.496945999999999888e+00
8.428088791164928040e+00,-5.623013050430085258e+00,3.135663020086201791e-02,3.358592999999999940e+00
-2.544080192584642219e+01,2.643465478552210257e+00,2.368553653965288497e-01,3.312895999999999841e+00
2.462056918115635895e+01,3.034375494353942493e+00,2.269738919404515887e-01,3.302655999999999814e+00
2.572754949739579189e+01,-2.854705900045763300e+00,2.165491218842964805e-01,3.292383000000000060e+00
-8.688333647333992715e+00,-5.999229181143896916e+00,2.183657110040465588e-01,3.256172999999999984e+00
-2.507002051738771087e+01,-3.245950365838483620e+00,2.265852811572226511e-01,3.235300000000000065e+00
-3.114488086873813444e+01,-4.882937552371275358e-01,4.166889937860578375e-01,3.128846999999999934e+00
3.124807607265096010e+01,-6.439140667603497903e-01,4.032609906013332468e-01,3.128846999999999934e+00
1.412868197697750894e+01,5.421919993963217443e+00,4.173686621588258983e-01,3.128846999999999934e+00
-1.402582195440197843e+01,-5.817930994757240626e+00,4.038554130429926059e-01,3.046565999999999885e+00
-3.353316060896450068e+00,-1.942931067897639474e+00,-2.536491043719642846e+00,3.046565999999999885e+00
2.904459946931395642e+00,-2.124129447604456100e+00,-2.538124382336544915e+00,3.046565999999999885e+00
1.413387729590099262e+01,-5.989148734661465134e+00,3.976202233837518585e-01,2.996113999999999944e+00
-7.798529192781951114e-01,6.519424361543637580e+00,4.224121554805244094e-01,2.996113999999999944e+00
-9.982174169721650614e+00,6.147131824937081213e+00,4.237086599456147407e-01,2.990454999999999863e+00
-2.875357489710093972e+01,2.457587742149685450e+00,4.212826406335919982e-01,2.979105999999999810e+00
-1.384705109251141053e+01,5.777272301777172103e+00,4.238837060435464710e-01,2.967713999999999963e+00
5.299823589788837275e+00,-6.729371956647245412e+00,3.982023402934661283e-01,2.967713999999999963e+00
1.246548816113755898e+00,1.004276285833767934e+00,-2.716411167923197034e+00,2.967713999999999963e+00
9.711152351232540170e+00,6.156105114773110287e+00,4.195708594312782536e-01,2.962000999999999884e+00
-5.191014089597955738e+00,-6.734152120476839976e+00,4.004065892048625508e-01,2.962000999999999884e+00
2.995834152824703622e+01,2.484021379601557555e+00,5.929963019719427519e-01,2.944796999999999887e+00
2.904060650821771361e+01,-3.037883092010556396e+00,5.836339604483065102e-01,2.944796999999999887e+00
-3.352739982578158973e+00,-1.764295958086647076e+00,5.926697251744044159e-01,2.944796999999999887e+00
2.904952229687715271e+00,-1.761444632493402329e+00,5.913549101264274910e-01,2.944796999999999887e+00
-1.863205528729269034e+01,5.222624254340118455e+00,6.079833025252973089e-01,2.915897000000000183e+00
-6.298654279262348332e+00,-8.396571305864615198e-01,-2.718010887794740871e+00,2.880834999999999813e+00
-6.485440180464224547e+00,6.700555823161837843e+00,6.079792011881570701e-01,2.857221000000000011e+00
7.135678117948124566e+00,2.110938612539740245e+00,-2.531687781037236462e+00,2.857221000000000011e+00
-2.819870569566296581e+01,-3.432062746007780607e+00,5.950236058432908370e-01,2.839382000000000073e+00
1.872996521390903624e+01,5.423698051044040902e+00,6.004516066703301513e-01,2.833410999999999902e+00
1.855094296533254195e+01,-5.619356129590188154e+00,5.813788843765509418e-01,2.833410999999999902e+00
6.216814940831214997e+00,-1.018004184244382548e+00,-2.720959041669731349e+00,2.833410999999999902e+00
-8.874145165518012135e+00,-3.234429892449925070e+00,-2.169461133653132201e+00,2.815420000000000034e+00
-1.513415350766404099e+00,8.132355413203133931e-01,5.967423396268565217e-01,2.815420000000000034e+00
8.794717405853335279e+00,-3.410428795726503814e+00,-2.173492076341724477e+00,2.803363000000000049e+00
1.173851365258826362e+01,-1.383905225620294166e+00,-2.538706497515623273e+00,2.791253000000000206e+00
-6.482172157189642903e+00,-4.773746835534088406e-01,5.955567958451750687e-01,2.779091000000000200e+00
-1.698119038000760028e+00,6.351535790123090663e-01,-2.900478198820577891e+00,2.772990000000000066e+00
-3.464183259134479442e+01,-3.064754495715638072e-01,7.858417058173902126e-01,2.760746999999999840e+00
3.474501546918027373e+01,-4.589079855137606079e-01,7.709442052291120007e-01,2.760746999999999840e+00
3.290342835992701964e+01,1.932896558190564607e+00,7.754717167538153211e-01,2.760746999999999840e+00
2.370412374607223782e+01,-5.065177369231038895e+00,7.653013865826983064e-01,2.760746999999999840e+00
-2.341714327809122764e+01,4.852026912201522713e+00,7.924014243066092034e-01,2.760746999999999840e+00
-2.267641941542752093e+01,-5.086310724030074226e+00,7.750464865354492749e-01,2.760746999999999840e+00
