Radius[m] PosX[m] PosY[m] PosZ[m]
 0.002 -0.009441591507 -0.02077494175 -0.08420070394
 0.002 0.02546077143 -0.01836469298 -0.0455733149
 0.002 0.01856565659 -0.008774662161 -0.06345023307
 0.002 0.04895273597 0.01680062557 -0.04259246675
 0.002 0.08291548542 0.008971435159 -0.03891977911
 0.002 -0.02606039006 0.01699868792 -0.07232431014
 0.002 -0.01303752502 0.02459208552 -0.08085035603
 0.002 -0.06858391934 -0.006758762478 -0.06993956749
 0.002 -0.02977568762 -0.005621809869 -0.0779350664
 0.002 0.04030627593 -0.01342473029 -0.07628751577
 0.002 -0.005757737586 -0.004565805408 -0.06075694359
 0.002 0.006574933311 0.01684673511 -0.0911077369
 0.002 0.03863997224 0.02710737887 -0.05021381324
 0.002 0.04038127663 0.02093529136 -0.0791507325
 0.002 0.04201106819 0.02738243495 -0.08349640148
 0.002 0.06561854203 0.02800005672 -0.07143294693
 0.002 -0.04563701155 -0.02149983613 -0.0488170732
 0.002 0.01185791032 0.005600470865 -0.09026163049
 0.002 0.02581395811 -0.006659256757 -0.08718453538
 0.002 -0.02824542196 -0.008691492526 -0.04285772563
 0.002 -0.05744538134 -0.007348677885 -0.06739484017
 0.002 -0.02786835179 -0.007666598707 -0.0913414305
 0.002 0.01931769252 0.02379959977 -0.0902375734
 0.002 -0.0158721428 0.01455218172 -0.04958470232
 0.002 0.00655175496 -0.01778728586 -0.08215074832
 0.002 0.02435166828 -0.003564531823 -0.08464134329
 0.002 -0.04107303915 0.02799776733 -0.07571474968
 0.002 -0.02178605706 0.02352157567 -0.07284952947
 0.002 -0.07232972303 -0.0143405556 -0.05126132375
 0.002 0.04532394338 0.0007916731408 -0.05242528718
 0.002 0.001939444614 0.02539162474 -0.06820563089
 0.002 -0.07639710248 0.02800033756 -0.04261187183
 0.002 -0.01479912579 0.01010103234 -0.08570996117
 0.002 0.03708911609 0.01068488014 -0.08326995911
 0.002 -0.02083718997 0.01593519358 -0.08872950495
 0.002 0.05959326999 0.01910086572 -0.0397981248
 0.002 -0.04304140811 0.01954755497 -0.0525703289
 0.002 -0.03701139525 -0.01606462908 -0.09071288961
 0.002 0.03507978571 -0.02788157792 -0.07975273786
 0.002 -0.03361037802 -0.01986175442 -0.05887978469
 0.002 -0.07568328344 0.02403766685 -0.05394144663
 0.002 -0.06491323399 0.01085699702 -0.04415263713
 0.002 -0.06021110053 0.005302168848 -0.05072518291
 0.002 0.007971563252 0.0247465976 -0.07038760631
 0.002 -0.03218339391 0.0117867946 -0.07933432171
 0.002 -0.03344311099 0.02526875555 -0.08079865238
 0.002 0.001316082233 -0.003921252679 -0.04446830742
 0.002 0.06850340169 -0.02467223776 -0.04709473739
 0.002 -0.08442956701 -0.008198089358 -0.04187058369
 0.002 -0.05002836969 -0.01369320088 -0.07595315422
 0.002 -0.02938461393 -0.004636350865 -0.09346516943
 0.002 -0.005828700452 -0.007434819715 -0.05567989343
 0.002 -0.03067027454 0.02443177289 -0.0696709247
 0.002 0.05043233312 0.0009973588412 -0.06235278242
 0.002 0.01990535352 -0.01519467245 -0.05157580115
 0.002 -0.01957015468 -0.02800027528 -0.07847504063
 0.002 -0.02862971158 0.005902707849 -0.07379679146
 0.002 0.08074740679 -0.007817707782 -0.03984265452
 0.002 -0.03275689869 -0.02441017138 -0.06650587538
 0.002 -0.03740481477 -0.01595062627 -0.08037886224
 0.002 -0.0598302182 -0.02471416923 -0.07755591909
 0.002 0.05144601094 -0.02133646198 -0.0758999692
 0.002 0.05775277283 -0.02800031847 -0.07420388594
 0.002 -0.03634425648 0.01471116825 -0.07099717016
 0.002 0.0789380587 -0.02732976746 -0.05804762392
 0.002 0.03577897107 -0.02504704326 -0.04160530474
 0.002 -0.06363583048 -0.02658052033 -0.0441442201
 0.002 -0.06276617749 0.01026890249 -0.07524564637
 0.002 0.002153021497 -0.02078408518 -0.08395790908
 0.002 0.01362139393 0.02800119296 -0.09682070147
 0.002 -0.04225542698 0.01097561557 -0.03976673268
 0.002 0.07637518998 -0.02800028787 -0.04754131241
 0.002 0.002748943223 -0.009382738447 -0.09791450481
 0.002 0.02159584924 0.01876396919 -0.09554183478
 0.002 0.063081284 -0.01424953182 -0.07496747295
