vertex1_X[m] vertex1_Y[m] vertex1_Z[m] vertex2_X[m] vertex2_Y[m] vertex2_Z[m] vertex3_X[m] vertex3_Y[m] vertex3_Z[m]
0.00158628	0.03	0.101988	0.00792375	0.03	0.101692	0.00792375	0.032	0.101692
0.00158628	0.03	0.101988	0.00792375	0.032	0.101692	0.00158628	0.032	0.101988
0.00158628	-0.03	0.101988	0.00792375	-0.03	0.101692	0.00792375	0.03	0.101692
0.00158628	-0.03	0.101988	0.00792375	0.03	0.101692	0.00158628	0.03	0.101988
0.00158628	0.032	0.101988	0.00792375	0.032	0.101692	-0.0110825	0.032	0.101396
0.00158628	-0.032	0.101988	0.00792375	-0.032	0.101692	0.00792375	-0.03	0.101692
0.00158628	-0.032	0.101988	0.00792375	-0.03	0.101692	0.00158628	-0.03	0.101988
0.00158628	-0.032	0.101988	-0.00475732	-0.032	0.101889	-0.0110825	-0.032	0.101396
-0.00475732	0.03	0.101889	0.00158628	0.03	0.101988	0.00158628	0.032	0.101988
-0.00475732	0.03	0.101889	0.00158628	0.032	0.101988	-0.00475732	0.032	0.101889
-0.00475732	-0.03	0.101889	0.00158628	-0.03	0.101988	0.00158628	0.03	0.101988
-0.00475732	-0.03	0.101889	0.00158628	0.03	0.101988	-0.00475732	0.03	0.101889
-0.00475732	0.032	0.101889	0.00158628	0.032	0.101988	-0.0110825	0.032	0.101396
-0.00475732	-0.032	0.101889	0.00158628	-0.032	0.101988	0.00158628	-0.03	0.101988
-0.00475732	-0.032	0.101889	0.00158628	-0.03	0.101988	-0.00475732	-0.03	0.101889
0.00792375	0.03	0.101692	0.0142306	0.03	0.101002	0.0142306	0.032	0.101002
0.00792375	0.03	0.101692	0.0142306	0.032	0.101002	0.00792375	0.032	0.101692
0.00792375	-0.03	0.101692	0.0142306	-0.03	0.101002	0.00792375	0.03	0.101692
0.00792375	0.032	0.101692	0.038667	0.032	0.0943868	-0.0110825	0.032	0.101396
0.00792375	-0.032	0.101692	0.0142306	-0.032	0.101002	0.0142306	-0.03	0.101002
0.00792375	-0.032	0.101692	0.0142306	-0.03	0.101002	0.00792375	-0.03	0.101692
0.00792375	-0.032	0.101692	0.00158628	-0.032	0.101988	-0.0110825	-0.032	0.101396
-0.0110825	0.03	0.101396	-0.00475732	0.03	0.101889	-0.00475732	0.032	0.101889
-0.0110825	0.03	0.101396	-0.00475732	0.032	0.101889	-0.0110825	0.032	0.101396
-0.0110825	-0.03	0.101396	-0.00475732	-0.03	0.101889	-0.00475732	0.03	0.101889
-0.0110825	-0.03	0.101396	-0.00475732	0.03	0.101889	-0.0110825	0.03	0.101396
-0.0110825	0.032	0.101396	0.0924806	0.032	0.0430272	-0.068094	0.032	0.0759421
-0.0110825	0.032	0.101396	0.0555088	0.032	0.0855732	0.0924806	0.032	0.0430272
-0.0110825	-0.032	0.101396	-0.00475732	-0.032	0.101889	-0.00475732	-0.03	0.101889
-0.0110825	-0.032	0.101396	-0.00475732	-0.03	0.101889	-0.0110825	-0.03	0.101396
